ORD,NOMBRE COMPLETO DE LA UNIDAD,Unidad,Unidad Padre,Unidad Abuelo,PROVINCIA,CANTÓN/CIUDAD,PARROQUIA,DIRECCION,REGIONES
597,COMPAÑIA ANTI-TANQUE NRO. 7,C.A.T 7,NO ENCONTRADO,NO ENCONTRADO,LOJA,LOJA ,VALLE,LOJA  / LOJA  / VALLE,SIERRA
598,"DISPENSARIO MÉDICO TIPO ""A"" NRO. 29",D.M.A 29,29 B.I.M,CC.FF.AA,PICHINCHA,QUITO ,CONOCOTO,PICHINCHA  / QUITO  / CONOCOTO,SIERRA
599,"CENTRO DE ABASTECIMIENTO, MANTENIMIENTO Y TRANSPORTE DE INGENIERÍA DEL C.E.E",CEMAT. C.E.E,C.E.E,C.O.T,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
600,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS DEL C.E.E,C.I.C C.E.E,C.E.E,C.O.T,STO. DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO ,CHIGUILPE,STO. DOMINGO DE LOS TSÁCHILAS  / SANTO DOMINGO  / CHIGUILPE,COSTA
601,COMPAÑIA POLICÍA MILITAR NRO. 31,C.P.M 31,31 B.I,IV.D.E,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
602,CENTRO DE ENTRENAMIENTO NRO. 21,C.ENT 21,NO ENCONTRADO,NO ENCONTRADO,MORONA SANTIAGO,SANTIAGO ,PATUCA,MORONA SANTIAGO  / SANTIAGO  / PATUCA,ORIENTE
603,CENTRO DE INSTRUCCIÓN DE CONSCRIPTOS NRO. 21,C.I.C 21,21 B.S,III.D.E,MORONA SANTIAGO,SANTIAGO ,PATUCA,MORONA SANTIAGO  / SANTIAGO  / PATUCA,ORIENTE
604,COMANDO DE INTELIGENCIA MILITAR CONJUNTO,COIM.C,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
605,"BATALLÓN ""LIBERTADORES"" DE LA I D.E",B.L I D.E,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
606,INSTITUTO AGRARIO SUPERIOR ANDINO HDA. SAN ANTONIO,I.A.S.A HSA,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
607,INSTITUTO DE IDIOMAS,U.F.A-ESPE-IDIOMAS,C.E.D.F.T,C.G.F.T,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
608,ESCUELA TÉCNICA DE AVIACIÓN DEL EJÉRCITO,E.T.A.E,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
609,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 14 ""CORONEL LUCIANO CORAL""",UE-COMIL14,C.E.D.F.T,C.G.F.T,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
610,UNIDAD DE OPERACIONES DE PAZ AMÉRICA,UOPAZ.AMERICA,NO ENCONTRADO,NO ENCONTRADO,HAITI,PTO. PRÁNCIPE ,PTO. PRÁNCIPE,HAITI  / PTO. PRÁNCIPE  / PTO. PRÁNCIPE,FUERA DEL PAÍS
611,CUARTEL GENERAL NRO. 3,CG3,3BCM,II.D.E,GUAYAS,GUAYAQUIL ,NUEVE OCTUBRE,GUAYAS  / GUAYAQUIL  / NUEVE OCTUBRE,COSTA
612,"BATALLÓN DE INFANTERÍA MECANIZADA NÂ° 9 ""PEDERNALES""",BIMEC9,3BCM,II.D.E,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ  / PORTOVIEJO  / PORTOVIEJO,COSTA
613,COMANDO Y ESTADO MAYOR NRO. 3,CEM3,3BCM,II.D.E,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ  / PORTOVIEJO  / PORTOVIEJO,COSTA
614,CENTRO DE MANTENIMIENTO DE ARTILLERÍA,CEMART,27 B.A,III.D.E,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
615,"DISPENSARIO MÉDICO TIPO ""B"" DE LA IV.D.E",DMB/IVDE,IV.D.E,C.O.T,IMBABURA,ANTONIO ANTE ,ATUNTAQUI,IMBABURA  / ANTONIO ANTE  / ATUNTAQUI,SIERRA
616,CENTRO DE MANTENIMIENTO FLUVIAL,CEMAFLU,19 B.S,IV.D.E,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
617,PERSONAL A DISPOSICIÓN DE E.C BECARIOS,D.EC/BECARIOS,C.E.D.F.T,C.G.F.T,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
618,"POLICLÍNICO DEL C.E.D.M.T ""SAN JORGE""",POL/CEDMT,C.E.D.F.T,C.G.F.T,PICHINCHA,QUITO ,LA MAGDALENA,PICHINCHA  / QUITO  / LA MAGDALENA,SIERRA
619,DIRECCIÓN DE CIBERDEFENSA,G.6,CC.FF.AA,CC.FF.AA,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
620,COMANDO DE CIBERDEFENSA,COCIBER,CC.FF.AA,CC.FF.AA,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
621,GRUPO DE OPERACIONES ESPECIALES DE INTELIGENCIA MILITAR CONJUNTO,GOEIMC,COIM.C,CC.FF.AA,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
622,VICEMINISTERIO DE DEFENSA NACIONAL,VICE/MDN,M.D.N,M.D.N,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
623,COORDINACIÓN GENERAL DE BIENES ESTRATÉGICOS,COOBEST/MDN,M.D.N,M.D.N,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
624,DIRECCIÓN DE RELACIONES INTERNACIONALES,DIRRELIN/MDN,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
625,DIRECCIÓN DE CATASTROS,DIRCATA/MDN,M.D.N,M.D.N,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
626,GRUPO DE PROTECCIÓN PRESIDENCIAL,GPP,C.M.P,M.D.N,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
627,GRUPO DE SEGURIDAD TÉCNICA PRESIDENCIAL,GSTP,C.M.P,M.D.N,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
